Investigator,Ghislaine,,,,Time (s),Electrode,Amplitude(mV)
,,,,,488.30432,C3_43,0.017
,,,,,488.35504,C3_32,0.022
,,,,,488.36816,C3_41,0.011
,,,,,488.37304,C3_31,0.023
,,,,,488.37464,C3_41,0.011
,,,,,488.37568,C3_42,0.033
,,,,,488.37568,C3_44,0.066
,,,,,488.37792,C3_41,0.015
,,,,,488.38,C3_42,0.033
,,,,,488.38024,C3_32,0.034
,,,,,488.38072,C3_33,0.061
,,,,,488.382,C3_43,0.058
,,,,,488.38288,C3_41,0.011
,,,,,488.38328,C3_42,0.037
,,,,,488.38792,C3_33,0.015
,,,,,488.39288,C3_44,0.022
,,,,,488.39608,C3_33,0.017
,,,,,488.39712,C3_44,0.02
,,,,,488.39736,C3_42,0.048
,,,,,488.39808,C3_31,0.025
,,,,,488.41888,C2_31,0.032
,,,,,488.42488,C3_43,0.067
,,,,,488.4256,C3_33,0.015
,,,,,488.4272,C3_41,0.009
,,,,,488.44608,C3_31,0.015
,,,,,488.5164,C3_33,0.041
,,,,,488.51688,C3_43,0.032
,,,,,488.51864,C3_33,0.039
,,,,,488.51912,C3_32,0.014
,,,,,488.51912,C3_43,0.033
,,,,,488.5192,C3_42,0.019
,,,,,488.52136,C3_33,0.034
,,,,,488.52192,C3_31,0.044
,,,,,488.522,C3_43,0.057
,,,,,488.52288,C3_42,0.068
,,,,,488.52344,C3_32,0.028
,,,,,488.52488,C3_33,0.056
,,,,,488.52496,C3_43,0.095
,,,,,488.52552,C3_42,0.023
,,,,,488.52552,C3_44,0.105
,,,,,488.52568,C3_34,0.011
,,,,,488.52632,C3_32,0.052
,,,,,488.52736,C3_31,0.018
,,,,,488.52792,C3_41,0.016
,,,,,488.52792,C3_42,0.03
,,,,,488.52808,C3_43,0.154
,,,,,488.52936,C3_32,0.053
,,,,,488.52936,C3_44,0.042
,,,,,488.53008,C3_33,0.09
,,,,,488.53592,C3_43,0.041
,,,,,488.53608,C3_33,0.102
,,,,,488.53664,C3_32,0.038
,,,,,488.53696,C3_42,0.028
,,,,,488.53704,C3_44,0.02
,,,,,488.53928,C3_44,0.074
,,,,,488.54072,C3_33,0.032
,,,,,488.54088,C3_32,0.034
,,,,,488.54264,C3_41,0.017
,,,,,488.54328,C3_33,0.018
,,,,,488.54384,C3_32,0.029
,,,,,488.54424,C3_43,0.015
,,,,,488.54736,C3_41,0.017
,,,,,488.54808,C3_32,0.047
,,,,,488.54824,C3_31,0.03
,,,,,488.54856,C3_43,0.056
,,,,,488.54888,C3_33,0.105
,,,,,488.54888,C3_42,0.043
,,,,,488.54952,C3_44,0.024
,,,,,488.55088,C3_43,0.03
,,,,,488.55096,C3_32,0.019
,,,,,488.55248,C3_44,0.02
,,,,,488.55328,C3_31,0.023
,,,,,488.5544,C3_33,0.035
,,,,,488.55512,C3_44,0.02
,,,,,488.55528,C3_42,0.052
,,,,,488.55544,C3_32,0.019
,,,,,488.55648,C3_41,0.016
,,,,,488.55752,C3_33,0.016
,,,,,488.55768,C3_42,0.028
,,,,,488.55832,C3_43,0.039
,,,,,488.55856,C3_44,0.082
,,,,,488.55976,C3_33,0.089
,,,,,488.56048,C3_32,0.032
,,,,,488.56056,C3_31,0.02
,,,,,488.5612,C3_42,0.059
,,,,,488.5612,C3_43,0.024
,,,,,488.56208,C3_33,0.031
,,,,,488.56304,C3_32,0.041
,,,,,488.56392,C3_42,0.067
,,,,,488.56408,C3_43,0.02
,,,,,488.5644,C3_44,0.03
,,,,,488.56456,C3_31,0.025
,,,,,488.5648,C3_33,0.032
,,,,,488.56552,C3_41,0.015
,,,,,488.56624,C3_32,0.019
,,,,,488.5664,C3_42,0.021
,,,,,488.5664,C3_43,0.156
,,,,,488.56704,C3_44,0.07
,,,,,488.56712,C3_33,0.051
,,,,,488.56856,C3_31,0.086
,,,,,488.56864,C3_42,0.101
,,,,,488.5688,C3_32,0.025
,,,,,488.5696,C3_43,0.147
,,,,,488.5704,C3_41,0.013
,,,,,488.57104,C3_42,0.039
,,,,,488.57112,C3_31,0.038
,,,,,488.57152,C3_44,0.023
,,,,,488.57312,C3_41,0.015
,,,,,488.57344,C3_33,0.022
,,,,,488.57352,C3_32,0.024
,,,,,488.57368,C3_31,0.041
,,,,,488.5748,C3_42,0.032
,,,,,488.57576,C3_32,0.032
,,,,,488.576,C3_31,0.034
,,,,,488.57608,C3_43,0.048
,,,,,488.57704,C3_33,0.034
,,,,,488.57728,C3_41,0.014
,,,,,488.57832,C3_44,0.032
,,,,,488.5784,C3_42,0.04
,,,,,488.5784,C3_43,0.061
,,,,,488.57856,C3_31,0.03
,,,,,488.57992,C3_32,0.029
,,,,,488.58024,C3_33,0.125
,,,,,488.5808,C3_31,0.017
,,,,,488.58088,C3_42,0.032
,,,,,488.58096,C3_43,0.048
,,,,,488.5816,C3_44,0.025
,,,,,488.58264,C3_41,0.016
,,,,,488.58424,C3_31,0.028
,,,,,488.58504,C3_42,0.043
,,,,,488.58536,C3_41,0.018
,,,,,488.58616,C3_32,0.048
,,,,,488.58656,C3_31,0.023
,,,,,488.58712,C3_33,0.029
,,,,,488.58736,C3_44,0.024
,,,,,488.58752,C3_42,0.044
,,,,,488.58832,C3_43,0.053
,,,,,488.58944,C3_41,0.01
,,,,,488.5896,C3_32,0.021
,,,,,488.5896,C3_33,0.03
,,,,,488.58992,C3_31,0.092
,,,,,488.59024,C3_44,0.014
,,,,,488.59048,C3_42,0.055
,,,,,488.59216,C3_33,0.031
,,,,,488.59232,C3_43,0.077
,,,,,488.5924,C3_32,0.042
,,,,,488.5928,C3_31,0.061
,,,,,488.59368,C3_44,0.09
,,,,,488.59464,C3_32,0.028
,,,,,488.5952,C3_31,0.054
,,,,,488.5956,C3_41,0.008
,,,,,488.59592,C3_42,0.036
,,,,,488.5968,C3_33,0.022
,,,,,488.59776,C3_31,0.041
,,,,,488.59832,C3_42,0.046
,,,,,488.59848,C3_41,0.032
,,,,,488.59976,C3_33,0.016
,,,,,488.6,C3_43,0.022
,,,,,488.60152,C3_31,0.016
,,,,,488.60192,C3_32,0.04
,,,,,488.6024,C3_33,0.092
,,,,,488.60288,C3_42,0.043
,,,,,488.6044,C3_32,0.03
,,,,,488.60464,C3_33,0.019
,,,,,488.6052,C3_42,0.026
,,,,,488.6064,C3_43,0.019
,,,,,488.60808,C3_32,0.022
,,,,,488.60912,C3_41,0.013
,,,,,488.60952,C3_33,0.023
,,,,,488.60984,C3_42,0.016
,,,,,488.61024,C3_31,0.023
,,,,,488.61216,C3_33,0.03
,,,,,488.61224,C3_32,0.022
,,,,,488.61264,C3_42,0.02
,,,,,488.6132,C3_41,0.013
,,,,,488.614,C3_31,0.016
,,,,,488.6148,C3_43,0.041
,,,,,488.61536,C3_33,0.038
,,,,,488.61704,C3_42,0.063
,,,,,488.6172,C3_32,0.036
,,,,,488.61856,C3_43,0.092
,,,,,488.61872,C3_31,0.031
,,,,,488.61944,C3_32,0.036
,,,,,488.61952,C3_41,0.018
,,,,,488.62008,C3_33,0.028
,,,,,488.6208,C3_42,0.016
,,,,,488.62096,C3_43,0.04
,,,,,488.62336,C3_43,0.013
,,,,,488.62344,C3_44,0.038
,,,,,488.62368,C3_32,0.027
,,,,,488.62456,C3_42,0.018
,,,,,488.62544,C3_33,0.025
,,,,,488.62632,C3_32,0.019
,,,,,488.6268,C3_41,0.012
,,,,,488.63104,C3_32,0.019
,,,,,488.63152,C3_31,0.021
,,,,,488.63504,C3_31,0.027
,,,,,488.63536,C3_33,0.023
,,,,,488.63568,C3_42,0.029
,,,,,488.63624,C3_32,0.03
,,,,,488.6364,C3_43,0.048
,,,,,488.63872,C3_31,0.017
,,,,,488.63928,C3_43,0.042
,,,,,488.64112,C3_44,0.079
,,,,,488.6412,C3_31,0.019
,,,,,488.65336,C3_32,0.022
,,,,,488.6544,C3_33,0.016
,,,,,488.6728,C3_31,0.022
,,,,,488.69144,C3_33,0.019
,,,,,488.69392,C3_33,0.015
,,,,,488.694,C3_43,0.015
,,,,,488.69416,C2_34,0.032
,,,,,488.69888,C3_33,0.022
,,,,,488.69976,C3_43,0.128
,,,,,488.70056,C3_32,0.026
,,,,,488.70192,C3_33,0.04
,,,,,488.70248,C3_43,0.024
,,,,,488.70536,C3_41,0.01
,,,,,488.70784,C3_33,0.023
,,,,,488.71552,C3_31,0.018
,,,,,488.72824,C3_43,0.015
,,,,,488.75224,C3_31,0.023
,,,,,488.81104,C2_34,0.017
,,,,,488.99768,C5_13,0.033
,,,,,489.00184,C2_31,0.05
,,,,,489.00552,C2_42,0.025
,,,,,489.00576,C2_43,0.027
,,,,,489.00752,C2_24,0.041
,,,,,489.01168,C2_34,0.019
,,,,,489.01224,C5_32,0.018
,,,,,489.02552,C2_23,0.02
,,,,,489.02712,C2_31,0.039
,,,,,489.03712,C2_42,0.02
,,,,,489.03736,C2_43,0.027
,,,,,489.03936,C2_24,0.034
,,,,,489.04104,C3_31,0.022
,,,,,489.0464,C2_22,0.019
,,,,,489.05488,C2_12,0.016
,,,,,489.08048,C2_31,0.039
,,,,,489.08544,C2_22,0.02
,,,,,489.09456,C5_42,0.022
,,,,,489.14312,C5_23,0.022
,,,,,489.15688,C2_33,0.016
,,,,,489.18736,C2_22,0.059
,,,,,489.18736,C2_41,0.024
,,,,,489.19024,C2_43,0.021
,,,,,489.20664,C2_12,0.023
,,,,,489.30272,C2_12,0.035
,,,,,489.30328,C2_23,0.08
,,,,,489.30368,C2_13,0.028
,,,,,489.304,C2_21,0.024
,,,,,489.30408,C2_22,0.033
,,,,,489.3088,C2_23,0.03
,,,,,489.33248,C3_33,0.041
,,,,,489.33304,C3_43,0.034
,,,,,489.33576,C3_43,0.015
,,,,,489.34592,C3_33,0.035
,,,,,489.34632,C3_31,0.031
,,,,,489.3464,C3_43,0.057
,,,,,489.34768,C3_42,0.022
,,,,,489.38288,C5_44,0.017
,,,,,489.41328,C3_32,0.037
,,,,,489.41376,C3_42,0.027
,,,,,489.42232,C2_23,0.036
,,,,,489.42416,C2_12,0.033
,,,,,489.4244,C2_13,0.026
,,,,,489.4248,C2_22,0.032
,,,,,489.47816,C2_23,0.083
,,,,,489.47832,C2_12,0.039
,,,,,489.47856,C2_13,0.028
,,,,,489.47888,C2_21,0.02
,,,,,489.47888,C2_22,0.038
,,,,,489.54424,C2_23,0.084
,,,,,489.5444,C2_12,0.038
,,,,,489.54464,C2_13,0.026
,,,,,489.54496,C2_22,0.036
,,,,,489.60472,C3_32,0.036
,,,,,489.60512,C3_42,0.035
,,,,,489.6404,C2_23,0.025
,,,,,489.92432,C5_13,0.025
,,,,,489.97296,C3_33,0.041
,,,,,489.97336,C3_43,0.038
,,,,,489.98856,C3_33,0.03
,,,,,489.98896,C3_31,0.031
,,,,,489.98904,C3_43,0.058
,,,,,489.99032,C3_42,0.019
,,,,,490.71632,C3_33,0.038
,,,,,490.71672,C3_43,0.033
,,,,,490.71824,C3_32,0.02
,,,,,490.7428,C3_33,0.032
,,,,,490.7432,C3_31,0.031
,,,,,490.74328,C3_43,0.056
,,,,,490.74416,C3_42,0.033
,,,,,491.12976,C4_31,0.022
,,,,,491.50528,C3_33,0.013
,,,,,491.67264,C2_22,0.015
,,,,,492.0216,C3_33,0.021
,,,,,492.02416,C5_23,0.016
,,,,,492.04336,C3_32,0.017
,,,,,492.04816,C3_33,0.012
,,,,,492.0496,C3_32,0.017
,,,,,492.05832,C3_31,0.027
,,,,,492.06184,C3_32,0.025
,,,,,492.07784,C3_33,0.013
,,,,,492.10568,C2_22,0.018
,,,,,492.1104,C3_31,0.018
,,,,,492.24176,C3_31,0.02
,,,,,492.26728,C3_33,0.037
,,,,,492.26768,C3_43,0.044
,,,,,492.26952,C3_33,0.04
,,,,,492.26968,C3_32,0.03
,,,,,492.27,C3_42,0.02
,,,,,492.27,C3_43,0.034
,,,,,492.2776,C3_33,0.031
,,,,,492.27816,C3_31,0.028
,,,,,492.27824,C3_43,0.054
,,,,,492.2796,C3_42,0.021
,,,,,492.29208,C3_41,0.009
,,,,,492.29344,C3_32,0.017
,,,,,492.29696,C3_33,0.041
,,,,,492.29736,C3_43,0.044
,,,,,492.29968,C3_43,0.016
,,,,,492.3396,C3_33,0.061
,,,,,492.33984,C3_43,0.062
,,,,,492.34008,C3_32,0.044
,,,,,492.46896,C3_42,0.019
,,,,,492.54688,C3_41,0.013
,,,,,492.55144,C3_31,0.015
,,,,,492.55448,C3_44,0.067
,,,,,492.61984,C3_33,0.031
,,,,,492.62024,C3_31,0.028
,,,,,492.62032,C3_43,0.06
,,,,,492.62112,C3_42,0.034
,,,,,492.63688,C2_22,0.018
,,,,,492.71944,C3_33,0.017
,,,,,492.73464,C3_31,0.022
,,,,,492.75008,C3_32,0.026
,,,,,492.76784,C3_42,0.022
,,,,,492.77672,C3_32,0.015
,,,,,492.8156,C2_34,0.034
,,,,,492.93176,C3_42,0.018
,,,,,492.9688,C3_33,0.035
,,,,,492.96944,C3_43,0.037
,,,,,492.972,C3_43,0.016
,,,,,492.98944,C3_33,0.034
,,,,,492.98984,C3_31,0.034
,,,,,492.98992,C3_43,0.055
,,,,,492.9912,C3_42,0.019
,,,,,493.01464,C3_33,0.046
,,,,,493.01512,C3_43,0.037
,,,,,493.0176,C3_33,0.036
,,,,,493.01776,C3_43,0.046
,,,,,493.01808,C3_42,0.021
,,,,,493.1852,C2_32,0.017
,,,,,493.25504,C2_31,0.041
,,,,,493.25936,C3_33,0.032
,,,,,493.25976,C3_31,0.031
,,,,,493.25984,C3_43,0.056
,,,,,493.26112,C3_42,0.022
,,,,,493.47928,C2_32,0.018
,,,,,493.558,C1_34,0.014
,,,,,493.71944,C4_33,0.026
,,,,,493.72152,C4_24,0.03
,,,,,493.73048,C4_42,0.025
,,,,,493.93056,C2_22,0.018
,,,,,493.96512,C2_44,0.049
,,,,,493.97448,C1_34,0.016
,,,,,493.99512,C2_44,0.033
,,,,,494.01144,C2_44,0.014
,,,,,494.27432,C1_34,0.014
,,,,,494.33272,C4_44,0.028
,,,,,494.42824,C4_13,0.014
,,,,,494.4284,C4_23,0.027
,,,,,494.43024,C4_42,0.023
,,,,,494.43152,C4_11,0.215
,,,,,494.48112,C5_13,0.033
,,,,,494.59064,C5_14,0.021
,,,,,494.68032,C5_23,0.022
,,,,,494.72896,C5_13,0.017
,,,,,494.77176,C5_23,0.023
,,,,,494.85904,C2_32,0.017
,,,,,494.89704,C3_33,0.039
,,,,,494.89744,C3_43,0.035
,,,,,494.92272,C3_33,0.031
,,,,,494.92328,C3_31,0.032
,,,,,494.92336,C3_43,0.058
,,,,,494.92464,C3_42,0.027
,,,,,494.96144,C3_33,0.039
,,,,,494.96184,C3_43,0.037
,,,,,494.98672,C2_32,0.015
,,,,,494.99424,C1_34,0.014
,,,,,495.58176,C2_32,0.015
,,,,,495.76208,C4_23,0.02
,,,,,496.51176,C2_34,0.037
,,,,,496.75688,C2_34,0.024
,,,,,496.76488,C2_23,0.021
,,,,,496.77432,C2_31,0.05
,,,,,496.78064,C2_42,0.017
,,,,,496.78088,C2_43,0.03
,,,,,496.78288,C2_24,0.037
,,,,,496.8056,C2_31,0.042
,,,,,496.8188,C2_12,0.016
,,,,,496.83208,C2_33,0.019
,,,,,496.84016,C2_31,0.042
,,,,,496.84072,C2_43,0.031
,,,,,496.87896,C2_34,0.02
,,,,,496.96064,C2_32,0.023
,,,,,496.9704,C2_34,0.017
,,,,,496.98672,C2_12,0.015
,,,,,497.0964,C2_43,0.031
,,,,,497.28048,C2_42,0.026
,,,,,497.28064,C2_43,0.028
,,,,,497.2828,C2_24,0.033
,,,,,497.35944,C6_12,0.135
,,,,,497.37192,C6_12,0.099
,,,,,497.38592,C6_12,0.088
,,,,,497.40824,C6_12,0.033
,,,,,497.72456,C2_32,0.021
,,,,,497.744,C2_21,0.018
,,,,,497.74408,C2_22,0.061
,,,,,498.0288,C2_22,0.017
,,,,,498.34752,C3_33,0.017
,,,,,498.36,C3_33,0.019
,,,,,498.38056,C3_32,0.022
,,,,,498.38128,C3_31,0.023
,,,,,498.38312,C3_33,0.02
,,,,,498.39656,C3_32,0.021
,,,,,498.404,C3_31,0.023
,,,,,498.42208,C3_43,0.017
,,,,,498.43392,C3_32,0.016
,,,,,498.43584,C3_31,0.017
,,,,,498.44952,C3_31,0.023
,,,,,498.45848,C3_32,0.017
,,,,,498.48416,C3_43,0.014
,,,,,498.54576,C3_31,0.02
,,,,,498.57864,C3_43,0.014
,,,,,498.66376,C3_33,0.066
,,,,,498.664,C3_43,0.062
,,,,,498.66432,C3_32,0.042
,,,,,498.6796,C3_32,0.018
,,,,,498.68032,C3_43,0.159
,,,,,498.68344,C3_43,0.021
,,,,,498.686,C3_44,0.062
,,,,,498.70168,C3_31,0.017
,,,,,498.70672,C3_31,0.023
,,,,,498.70872,C3_33,0.017
,,,,,498.70896,C3_32,0.031
,,,,,498.7096,C3_31,0.093
,,,,,498.7096,C3_42,0.074
,,,,,498.71096,C3_44,0.025
,,,,,498.71184,C3_31,0.052
,,,,,498.71464,C3_31,0.024
,,,,,498.7164,C3_42,0.034
,,,,,498.7172,C3_32,0.021
,,,,,498.72072,C3_31,0.02
,,,,,498.72072,C3_42,0.049
,,,,,498.7212,C3_32,0.031
,,,,,498.72272,C3_33,0.087
,,,,,498.72272,C3_41,0.011
,,,,,498.72512,C3_33,0.032
,,,,,498.72656,C3_44,0.026
,,,,,498.7268,C3_31,0.095
,,,,,498.72752,C3_42,0.071
,,,,,498.72776,C3_41,0.01
,,,,,498.7288,C3_33,0.094
,,,,,498.72904,C3_43,0.043
,,,,,498.72928,C3_31,0.027
,,,,,498.72944,C3_32,0.024
,,,,,498.73096,C3_44,0.023
,,,,,498.73144,C3_33,0.031
,,,,,498.73232,C3_31,0.022
,,,,,498.73288,C3_32,0.02
,,,,,498.73344,C3_44,0.02
,,,,,498.73464,C3_43,0.154
,,,,,498.73504,C3_31,0.036
,,,,,498.73528,C3_33,0.024
,,,,,498.73592,C3_32,0.054
,,,,,498.73648,C3_42,0.026
,,,,,498.73672,C3_44,0.096
,,,,,498.73704,C3_43,0.033
,,,,,498.7372,C3_34,0.012
,,,,,498.73824,C3_33,0.049
,,,,,498.73832,C3_32,0.029
,,,,,498.73936,C3_44,0.018
,,,,,498.7412,C3_41,0.016
,,,,,498.74168,C3_33,0.031
,,,,,498.74184,C3_32,0.022
,,,,,498.742,C3_43,0.018
,,,,,498.74504,C3_41,0.018
,,,,,498.74552,C3_32,0.037
,,,,,498.7456,C3_44,0.019
,,,,,498.7464,C3_31,0.022
,,,,,498.74696,C3_42,0.038
,,,,,498.7476,C3_43,0.055
,,,,,498.74776,C3_33,0.084
,,,,,498.7484,C3_44,0.026
,,,,,498.74896,C3_31,0.031
,,,,,498.74952,C3_42,0.049
,,,,,498.7496,C3_32,0.026
,,,,,498.75,C3_33,0.031
,,,,,498.75048,C3_41,0.01
,,,,,498.75216,C3_31,0.016
,,,,,498.75288,C3_33,0.02
,,,,,498.75336,C3_32,0.026
,,,,,498.7548,C3_41,0.014
,,,,,498.75536,C3_31,0.033
,,,,,498.75544,C3_43,0.055
,,,,,498.75584,C3_33,0.019
,,,,,498.75584,C3_44,0.03
,,,,,498.7568,C3_42,0.03
,,,,,498.75712,C3_32,0.025
,,,,,498.75776,C3_43,0.109
,,,,,498.75816,C3_31,0.098
,,,,,498.75832,C3_33,0.092
,,,,,498.75952,C3_41,0.016
,,,,,498.75952,C3_42,0.095
,,,,,498.76016,C3_43,0.069
,,,,,498.76096,C3_31,0.041
,,,,,498.76104,C3_33,0.078
,,,,,498.7612,C3_32,0.05
,,,,,498.76192,C3_41,0.016
,,,,,498.76224,C3_42,0.064
,,,,,498.76256,C3_43,0.057
,,,,,498.76312,C3_34,0.01
,,,,,498.7632,C3_44,0.048
,,,,,498.76344,C3_31,0.049
,,,,,498.76352,C3_32,0.042
,,,,,498.76376,C3_33,0.071
,,,,,498.76416,C3_41,0.012
,,,,,498.76472,C3_42,0.108
,,,,,498.76488,C3_43,0.072
,,,,,498.7656,C3_44,0.094
,,,,,498.766,C3_31,0.036
,,,,,498.76624,C3_33,0.135
,,,,,498.76632,C3_32,0.036
,,,,,498.76704,C3_41,0.02
,,,,,498.76704,C3_42,0.054
,,,,,498.7672,C3_43,0.062
,,,,,498.76816,C3_44,0.037
,,,,,498.76824,C3_31,0.027
,,,,,498.76896,C3_33,0.039
,,,,,498.76976,C3_32,0.029
,,,,,498.77,C3_41,0.019
,,,,,498.77,C3_43,0.107
,,,,,498.77008,C3_42,0.068
,,,,,498.77048,C3_31,0.063
,,,,,498.7712,C3_33,0.038
,,,,,498.77136,C3_44,0.048
,,,,,498.77208,C3_32,0.084
,,,,,498.77248,C3_43,0.172
,,,,,498.77256,C3_42,0.056
,,,,,498.77264,C3_34,0.018
,,,,,498.77288,C3_31,0.043
,,,,,498.7732,C3_22,0.014
,,,,,498.7732,C3_41,0.02
,,,,,498.77384,C3_44,0.047
,,,,,498.77408,C3_33,0.078
,,,,,498.77448,C3_32,0.071
,,,,,498.77488,C3_42,0.03
,,,,,498.77536,C3_43,0.163
,,,,,498.77568,C3_41,0.016
,,,,,498.77632,C3_33,0.035
,,,,,498.77672,C3_31,0.032
,,,,,498.77704,C3_44,0.082
,,,,,498.77744,C3_32,0.031
,,,,,498.7776,C3_42,0.071
,,,,,498.7776,C3_43,0.069
,,,,,498.778,C3_41,0.014
,,,,,498.77872,C3_33,0.18
,,,,,498.77936,C3_31,0.029
,,,,,498.7804,C3_32,0.05
,,,,,498.78048,C3_43,0.093
,,,,,498.78048,C3_44,0.035
,,,,,498.78096,C3_41,0.013
,,,,,498.78096,C3_42,0.092
,,,,,498.78144,C3_33,0.044
,,,,,498.7816,C3_31,0.097
,,,,,498.78264,C3_32,0.032
,,,,,498.78312,C3_44,0.037
,,,,,498.7832,C3_43,0.16
,,,,,498.78336,C3_42,0.045
,,,,,498.78432,C3_33,0.033
,,,,,498.7844,C3_31,0.046
,,,,,498.7856,C3_43,0.102
,,,,,498.78568,C3_44,0.032
,,,,,498.78576,C3_42,0.033
,,,,,498.7868,C3_31,0.039
,,,,,498.7868,C3_32,0.074
,,,,,498.7868,C3_41,0.016
,,,,,498.78704,C3_33,0.074
,,,,,498.78856,C3_43,0.041
,,,,,498.78872,C3_42,0.048
,,,,,498.7888,C3_44,0.045
,,,,,498.7892,C3_32,0.053
,,,,,498.78936,C3_31,0.067
,,,,,498.7904,C3_33,0.038
,,,,,498.79128,C3_41,0.016
,,,,,498.79128,C3_43,0.107
,,,,,498.79144,C3_42,0.058
,,,,,498.79184,C3_32,0.026
,,,,,498.792,C3_44,0.062
,,,,,498.79264,C3_33,0.063
,,,,,498.79344,C3_31,0.045
,,,,,498.79432,C3_43,0.095
,,,,,498.79456,C3_42,0.054
,,,,,498.79456,C3_44,0.052
,,,,,498.79496,C3_32,0.039
,,,,,498.7952,C3_33,0.027
,,,,,498.79616,C3_31,0.034
,,,,,498.79664,C3_41,0.015
,,,,,498.79736,C3_42,0.059
,,,,,498.79744,C3_32,0.035
,,,,,498.79744,C3_33,0.044
,,,,,498.79752,C3_43,0.054
,,,,,498.79896,C3_31,0.034
,,,,,498.79968,C3_33,0.042
,,,,,498.79976,C3_32,0.029
,,,,,498.8,C3_43,0.037
,,,,,498.8016,C3_42,0.061
,,,,,498.80192,C3_33,0.051
,,,,,498.80248,C3_31,0.03
,,,,,498.80248,C3_43,0.028
,,,,,498.8032,C3_41,0.013
,,,,,498.80376,C3_32,0.032
,,,,,498.80472,C3_31,0.04
,,,,,498.80472,C3_42,0.04
,,,,,498.8048,C3_33,0.043
,,,,,498.80536,C3_43,0.032
,,,,,498.80672,C3_32,0.031
,,,,,498.80728,C3_33,0.065
,,,,,498.80736,C3_42,0.05
,,,,,498.80848,C3_43,0.104
,,,,,498.80904,C3_32,0.03
,,,,,498.80936,C3_31,0.031
,,,,,498.80992,C3_33,0.027
,,,,,498.81136,C3_32,0.018
,,,,,498.81256,C3_31,0.028
,,,,,498.81256,C3_43,0.018
,,,,,498.81304,C3_33,0.026
,,,,,498.81336,C3_41,0.011
,,,,,498.8144,C3_32,0.041
,,,,,498.8144,C3_42,0.038
,,,,,498.81544,C3_33,0.015
,,,,,498.82304,C3_44,0.018
,,,,,498.82312,C3_31,0.033
,,,,,498.82336,C3_33,0.018
,,,,,498.82448,C3_41,0.011
,,,,,498.82544,C3_31,0.015
,,,,,498.83792,C3_33,0.017
,,,,,498.84192,C3_33,0.014
,,,,,498.84392,C3_31,0.022
,,,,,498.84696,C3_31,0.02
,,,,,498.852,C3_33,0.02
,,,,,498.89752,C3_44,0.035
,,,,,498.96808,C3_33,0.013
,,,,,498.97016,C3_43,0.015
,,,,,498.97296,C3_33,0.042
,,,,,498.97352,C3_43,0.035
,,,,,499.09608,C3_43,0.016
,,,,,499.25568,C2_23,0.018
,,,,,499.80376,C2_22,0.015
,,,,,499.81448,C2_34,0.034
,,,,,499.97984,C2_22,0.014
,,,,,500.09152,C4_11,0.02
,,,,,500.15448,C2_22,0.018
,,,,,500.28888,C2_22,0.018
,,,,,500.46264,C2_22,0.017
,,,,,500.68144,C3_33,0.018
,,,,,500.70256,C3_41,0.012
,,,,,500.7564,C1_34,0.013
,,,,,500.75808,C2_31,0.037
,,,,,500.77784,C2_22,0.019
,,,,,500.78672,C3_33,0.012
,,,,,501.16488,C5_13,0.034
,,,,,501.2236,C5_32,0.018
,,,,,501.318,C5_14,0.015
,,,,,501.36616,C5_23,0.028
,,,,,501.52056,C4_34,0.028
,,,,,501.66808,C2_31,0.018
,,,,,501.71352,C2_22,0.012
,,,,,501.86928,C2_34,0.021
,,,,,501.91512,C5_13,0.03
,,,,,501.93568,C2_34,0.02
,,,,,501.96376,C3_33,0.019
,,,,,501.97736,C3_33,0.021
,,,,,501.9864,C3_32,0.023
,,,,,501.99312,C3_32,0.014
,,,,,502.00176,C3_31,0.026
,,,,,502.00664,C3_32,0.017
,,,,,502.0188,C3_33,0.02
,,,,,502.02336,C3_32,0.019
,,,,,502.0444,C2_22,0.017
,,,,,502.1,C3_33,0.039
,,,,,502.1004,C3_43,0.044
,,,,,502.10544,C3_42,0.018
,,,,,502.10912,C3_33,0.032
,,,,,502.10976,C3_31,0.03
,,,,,502.10976,C3_43,0.061
,,,,,502.11064,C3_42,0.031
,,,,,502.13712,C3_31,0.017
,,,,,502.14624,C3_33,0.041
,,,,,502.14688,C3_43,0.045
,,,,,502.148,C3_32,0.02
,,,,,502.14944,C3_43,0.024
,,,,,502.17688,C3_33,0.062
,,,,,502.17712,C3_43,0.065
,,,,,502.17744,C3_32,0.04
,,,,,502.19808,C4_34,0.03
,,,,,502.25032,C3_33,0.03
,,,,,502.25064,C3_32,0.026
,,,,,502.2808,C2_22,0.015
,,,,,502.604,C4_34,0.036
,,,,,502.966,C2_31,0.033
,,,,,502.97096,C3_31,0.023
,,,,,503.02312,C3_32,0.016
,,,,,503.04624,C3_33,0.02
,,,,,503.06808,C3_31,0.02
,,,,,503.09328,C3_42,0.018
,,,,,503.10992,C3_32,0.016
,,,,,503.1204,C3_32,0.017
,,,,,503.17968,C3_33,0.014
,,,,,503.19616,C3_31,0.017
,,,,,503.21776,C3_33,0.033
,,,,,503.21816,C3_31,0.034
,,,,,503.21824,C3_43,0.056
,,,,,503.2196,C3_42,0.027
,,,,,503.24552,C3_42,0.021
,,,,,503.292,C3_43,0.062
,,,,,503.29216,C3_33,0.062
,,,,,503.29264,C3_32,0.034
,,,,,503.49408,C3_33,0.036
,,,,,503.49448,C3_43,0.039
,,,,,503.4964,C3_32,0.018
,,,,,503.49728,C3_43,0.02
,,,,,503.51824,C3_33,0.028
,,,,,503.51864,C3_31,0.034
