Investigator,Ghislaine,,,,Time (s),Electrode,Amplitude(mV)
,,,,,463.93104,C3_42,0.016
,,,,,463.95616,C5_13,0.031
,,,,,464.03136,C3_44,0.015
,,,,,464.04288,C6_14,0.042
,,,,,464.11392,C3_33,0.039
,,,,,464.11432,C3_43,0.032
,,,,,464.11616,C3_33,0.035
,,,,,464.11648,C3_32,0.016
,,,,,464.11656,C3_43,0.044
,,,,,464.13384,C3_33,0.033
,,,,,464.13424,C3_31,0.03
,,,,,464.13432,C3_43,0.057
,,,,,464.13568,C3_42,0.025
,,,,,464.51072,C3_42,0.021
,,,,,464.52688,C3_43,0.04
,,,,,464.52816,C3_44,0.074
,,,,,464.53352,C3_32,0.03
,,,,,464.53416,C3_42,0.056
,,,,,464.53472,C3_33,0.018
,,,,,464.5352,C3_43,0.014
,,,,,464.53544,C3_44,0.025
,,,,,464.67904,C2_31,0.035
,,,,,465.52888,C2_22,0.016
,,,,,465.7824,C5_13,0.021
,,,,,465.79352,C5_44,0.019
,,,,,465.81208,C1_34,0.018
,,,,,465.81976,C5_33,0.016
,,,,,465.8404,C5_14,0.021
,,,,,465.88024,C5_44,0.023
,,,,,466.042,C5_44,0.031
,,,,,466.064,C5_23,0.018
,,,,,466.0652,C5_44,0.023
,,,,,466.08344,C5_44,0.021
,,,,,466.0992,C5_44,0.019
,,,,,466.10528,C5_13,0.036
,,,,,466.11472,C5_44,0.019
,,,,,466.14528,C5_23,0.029
,,,,,466.23,C3_42,0.022
,,,,,466.29584,C5_44,0.019
,,,,,466.32648,C5_44,0.02
,,,,,466.35656,C5_44,0.021
,,,,,466.39256,C5_23,0.016
,,,,,466.5164,C5_44,0.022
,,,,,466.57144,C5_44,0.024
,,,,,466.62984,C5_44,0.023
,,,,,466.72608,C5_44,0.019
,,,,,466.92864,C5_44,0.022
,,,,,466.97552,C5_44,0.017
,,,,,467.144,C5_44,0.024
,,,,,467.18048,C2_22,0.064
,,,,,467.18048,C2_41,0.021
,,,,,467.52544,C5_44,0.03
,,,,,467.58304,C5_44,0.018
,,,,,467.61392,C3_42,0.016
,,,,,467.61544,C5_44,0.021
,,,,,467.74864,C3_33,0.021
,,,,,467.77208,C5_44,0.021
,,,,,467.7752,C3_32,0.023
,,,,,467.78856,C3_31,0.025
,,,,,467.7904,C3_33,0.02
,,,,,467.79144,C3_32,0.016
,,,,,467.79784,C3_32,0.022
,,,,,467.80544,C3_32,0.016
,,,,,467.81288,C5_44,0.022
,,,,,467.81656,C2_34,0.033
,,,,,467.82192,C3_31,0.018
,,,,,467.82544,C3_32,0.019
,,,,,467.83008,C5_13,0.028
,,,,,467.86424,C5_44,0.019
,,,,,467.89928,C3_31,0.031
,,,,,467.91536,C3_44,0.019
,,,,,467.92336,C5_44,0.023
,,,,,467.98712,C5_44,0.022
,,,,,468.0496,C3_44,0.019
,,,,,468.06328,C3_33,0.014
,,,,,468.17056,C3_32,0.017
,,,,,468.18824,C3_33,0.02
,,,,,468.21224,C3_32,0.015
,,,,,468.28216,C4_11,0.022
,,,,,468.2892,C3_33,0.066
,,,,,468.28936,C3_43,0.058
,,,,,468.28968,C3_32,0.038
,,,,,468.41272,C3_33,0.011
,,,,,468.50232,C4_13,0.016
,,,,,468.50576,C4_11,0.206
,,,,,468.50632,C4_31,0.031
,,,,,468.50856,C4_12,0.033
,,,,,468.50976,C4_42,0.026
,,,,,468.51112,C4_14,0.025
,,,,,468.51168,C4_22,0.061
,,,,,468.512,C4_23,0.026
,,,,,468.52584,C4_32,0.022
,,,,,468.59848,C3_32,0.015
,,,,,468.5996,C3_33,0.018
,,,,,468.61904,C4_44,0.033
,,,,,468.62224,C3_33,0.012
,,,,,468.62944,C4_42,0.025
,,,,,468.63232,C3_31,0.026
,,,,,468.66728,C3_33,0.017
,,,,,468.66976,C3_42,0.019
,,,,,468.67832,C3_31,0.021
,,,,,468.68472,C3_33,0.016
,,,,,468.714,C3_43,0.019
,,,,,468.72112,C4_33,0.025
,,,,,468.72184,C4_44,0.036
,,,,,468.72328,C4_24,0.026
,,,,,468.74704,C4_21,0.067
,,,,,468.75352,C3_43,0.014
,,,,,468.76832,C4_43,0.039
,,,,,468.80072,C4_42,0.029
,,,,,468.89696,C4_31,0.025
,,,,,469.33432,C3_31,0.016
,,,,,470.13928,C4_31,0.025
,,,,,470.2048,C1_12,0.012
,,,,,470.23432,C5_13,0.04
,,,,,470.32992,C5_44,0.019
,,,,,470.52648,C5_23,0.028
,,,,,470.58928,C2_32,0.022
,,,,,470.90656,C2_32,0.021
,,,,,471.01344,C2_22,0.013
,,,,,471.21568,C3_42,0.02
,,,,,471.28272,C3_33,0.013
,,,,,471.34016,C2_34,0.031
,,,,,472.41408,C3_33,0.021
,,,,,472.4312,C3_33,0.02
,,,,,472.44504,C3_32,0.027
,,,,,472.44912,C3_31,0.025
,,,,,472.45664,C3_33,0.02
,,,,,472.46648,C3_32,0.03
,,,,,472.468,C3_42,0.021
,,,,,472.50064,C3_32,0.019
,,,,,472.50328,C3_43,0.015
,,,,,472.50624,C3_43,0.017
,,,,,472.55064,C6_21,0.023
,,,,,472.72056,C3_43,0.063
,,,,,472.72072,C3_33,0.065
,,,,,472.7212,C3_32,0.042
,,,,,472.7496,C3_32,0.024
,,,,,472.75,C3_31,0.048
,,,,,472.7504,C3_43,0.156
,,,,,472.75344,C3_43,0.019
,,,,,472.75608,C3_44,0.061
,,,,,472.75952,C3_32,0.015
,,,,,472.77632,C3_31,0.029
,,,,,472.78392,C3_41,0.015
,,,,,472.78984,C3_33,0.011
,,,,,472.83632,C2_22,0.017
,,,,,472.92032,C2_41,0.011
,,,,,472.9276,C2_12,0.017
,,,,,472.9292,C2_31,0.065
,,,,,472.92976,C2_32,0.053
,,,,,472.93168,C2_23,0.057
,,,,,473.04432,C2_22,0.016
,,,,,473.27576,C3_33,0.017
,,,,,473.31192,C3_33,0.02
,,,,,473.34288,C3_31,0.022
,,,,,473.38296,C2_22,0.016
,,,,,473.40712,C3_42,0.017
,,,,,473.41128,C3_31,0.012
,,,,,473.42344,C3_42,0.021
,,,,,473.4388,C3_43,0.037
,,,,,473.44016,C3_44,0.077
,,,,,473.44544,C3_32,0.029
,,,,,473.44616,C3_42,0.056
,,,,,473.44664,C3_33,0.016
,,,,,473.44736,C3_44,0.03
,,,,,473.45392,C3_33,0.015
,,,,,473.47688,C3_33,0.017
,,,,,473.47944,C3_43,0.014
,,,,,473.48536,C3_43,0.138
,,,,,473.4864,C3_33,0.034
,,,,,473.48744,C3_31,0.02
,,,,,473.488,C3_43,0.019
,,,,,473.48848,C3_44,0.061
,,,,,473.48856,C3_32,0.018
,,,,,473.49064,C3_43,0.06
,,,,,473.49088,C3_44,0.016
,,,,,473.4928,C3_32,0.035
,,,,,473.49304,C3_33,0.02
,,,,,473.49352,C3_31,0.027
,,,,,473.49832,C3_31,0.021
,,,,,473.50504,C3_31,0.022
,,,,,473.5388,C3_33,0.064
,,,,,473.5404,C3_43,0.059
,,,,,473.54064,C3_32,0.043
,,,,,473.57792,C2_23,0.016
,,,,,473.58408,C2_32,0.016
,,,,,473.5896,C2_22,0.019
,,,,,473.59496,C2_31,0.054
,,,,,473.59904,C2_42,0.024
,,,,,473.59936,C2_43,0.023
,,,,,473.60136,C2_24,0.039
,,,,,473.6156,C2_42,0.025
,,,,,473.61584,C2_43,0.028
,,,,,473.61784,C2_24,0.039
,,,,,473.62016,C2_31,0.044
,,,,,473.62472,C2_12,0.018
,,,,,473.65032,C2_42,0.021
,,,,,473.6528,C2_31,0.037
,,,,,473.65416,C2_43,0.025
,,,,,473.6796,C2_23,0.018
,,,,,473.68176,C2_31,0.074
,,,,,473.68216,C2_32,0.058
,,,,,473.68416,C2_23,0.059
,,,,,473.69232,C2_43,0.036
,,,,,473.69632,C2_12,0.016
,,,,,473.69944,C2_42,0.019
,,,,,473.7228,C2_41,0.022
,,,,,473.72288,C2_22,0.062
,,,,,473.72736,C2_34,0.031
,,,,,473.72936,C2_43,0.017
,,,,,473.77304,C2_23,0.02
,,,,,473.83032,C2_43,0.021
,,,,,473.86224,C2_22,0.018
,,,,,473.94944,C4_33,0.029
,,,,,473.95016,C4_44,0.029
,,,,,473.9608,C4_42,0.027
,,,,,474.04152,C3_32,0.022
,,,,,474.04344,C3_43,0.019
,,,,,474.06888,C2_23,0.084
,,,,,474.06896,C2_12,0.038
,,,,,474.06928,C2_13,0.024
,,,,,474.06984,C2_22,0.025
,,,,,474.08088,C2_23,0.018
,,,,,474.09392,C3_42,0.023
,,,,,474.24416,C2_43,0.024
,,,,,474.26344,C2_34,0.033
,,,,,474.28768,C3_31,0.019
,,,,,474.33344,C3_31,0.017
,,,,,474.43752,C3_32,0.021
,,,,,474.43816,C3_43,0.15
,,,,,474.50344,C2_42,0.02
,,,,,474.50352,C2_43,0.028
,,,,,474.50568,C2_24,0.04
,,,,,474.59288,C2_43,0.022
,,,,,474.6132,C2_12,0.017
,,,,,474.71912,C2_42,0.023
,,,,,474.7192,C2_43,0.033
,,,,,474.72136,C2_24,0.035
,,,,,474.85176,C5_13,0.043
,,,,,474.85552,C5_33,0.014
,,,,,474.85592,C5_32,0.017
,,,,,474.87088,C5_44,0.021
,,,,,474.8928,C5_33,0.017
,,,,,474.8936,C5_32,0.021
,,,,,474.98096,C5_23,0.03
,,,,,475.17864,C6_12,0.138
,,,,,475.19232,C6_12,0.094
,,,,,475.19264,C2_31,0.035
,,,,,475.19336,C2_32,0.015
,,,,,475.20656,C6_12,0.072
,,,,,475.23216,C6_12,0.053
,,,,,475.57784,C3_31,0.015
,,,,,475.6628,C3_31,0.017
,,,,,475.68064,C2_32,0.017
,,,,,475.69872,C3_31,0.022
,,,,,475.71712,C3_42,0.02
,,,,,476.15312,C4_11,0.029
,,,,,477.33176,C1_34,0.015
,,,,,477.58264,C1_34,0.014
,,,,,477.69688,C4_14,0.018
,,,,,477.78456,C1_34,0.015
,,,,,478.05104,C1_34,0.014
,,,,,478.0784,C2_34,0.035
,,,,,478.37832,C1_34,0.02
,,,,,478.54384,C4_23,0.024
,,,,,478.54504,C2_41,0.023
,,,,,478.5452,C2_22,0.058
,,,,,478.5492,C4_11,0.045
,,,,,478.55008,C4_12,0.031
,,,,,478.55128,C4_42,0.023
,,,,,478.6784,C4_44,0.032
,,,,,478.68,C4_24,0.026
,,,,,478.68064,C4_44,0.028
,,,,,478.688,C4_23,0.021
,,,,,478.82104,C2_32,0.02
,,,,,478.85712,C4_44,0.024
,,,,,478.86432,C4_21,0.075
,,,,,478.86688,C4_21,0.02
,,,,,478.86768,C5_13,0.04
,,,,,478.88216,C5_44,0.017
,,,,,479.0568,C5_23,0.018
,,,,,479.05792,C5_14,0.017
,,,,,479.07624,C5_32,0.018
,,,,,479.12328,C5_13,0.028
,,,,,479.1396,C5_23,0.026
,,,,,479.1856,C5_23,0.035
,,,,,479.28672,C2_22,0.016
,,,,,479.32864,C5_44,0.021
,,,,,479.35,C5_34,0.019
,,,,,479.35688,C5_44,0.026
,,,,,479.36816,C3_33,0.025
,,,,,479.3804,C3_33,0.019
,,,,,479.38128,C5_44,0.019
,,,,,479.38576,C3_32,0.018
,,,,,479.3896,C3_32,0.029
,,,,,479.39616,C3_31,0.02
,,,,,479.39696,C3_33,0.018
,,,,,479.40256,C5_44,0.021
,,,,,479.40728,C3_43,0.018
,,,,,479.40792,C3_32,0.017
,,,,,479.41184,C3_32,0.018
,,,,,479.41656,C3_31,0.026
,,,,,479.42408,C3_32,0.022
,,,,,479.43424,C3_32,0.015
,,,,,479.43768,C5_34,0.02
,,,,,479.44192,C3_32,0.014
,,,,,479.45904,C3_43,0.014
,,,,,479.46104,C3_33,0.014
,,,,,479.47208,C3_42,0.018
,,,,,479.47896,C3_31,0.019
,,,,,479.48568,C3_32,0.018
,,,,,479.51728,C5_34,0.02
,,,,,479.55592,C3_41,0.013
,,,,,479.56032,C2_23,0.016
,,,,,479.56032,C3_31,0.024
,,,,,479.56192,C2_42,0.019
,,,,,479.56224,C2_43,0.028
,,,,,479.56328,C3_44,0.069
,,,,,479.56416,C2_24,0.03
,,,,,479.56512,C3_43,0.107
,,,,,479.56536,C3_42,0.021
,,,,,479.56568,C3_33,0.022
,,,,,479.56672,C2_31,0.052
,,,,,479.56792,C3_41,0.014
,,,,,479.56824,C3_42,0.037
,,,,,479.56848,C3_43,0.069
,,,,,479.56896,C3_33,0.068
,,,,,479.56952,C3_32,0.034
,,,,,479.57104,C3_43,0.02
,,,,,479.57336,C3_31,0.015
,,,,,479.5736,C3_33,0.019
,,,,,479.5752,C3_44,0.02
,,,,,479.57592,C3_32,0.035
,,,,,479.57624,C3_31,0.089
,,,,,479.5768,C3_42,0.102
,,,,,479.57712,C3_33,0.054
,,,,,479.57776,C3_43,0.022
,,,,,479.57808,C3_44,0.037
,,,,,479.57872,C3_31,0.069
,,,,,479.5792,C3_32,0.031
,,,,,479.5792,C3_42,0.04
,,,,,479.5796,C3_33,0.022
,,,,,479.57992,C3_41,0.017
,,,,,479.58088,C3_43,0.036
,,,,,479.58144,C3_32,0.015
,,,,,479.58184,C3_31,0.022
,,,,,479.58216,C3_44,0.08
,,,,,479.58248,C3_33,0.093
,,,,,479.58272,C3_41,0.008
,,,,,479.58352,C3_43,0.061
,,,,,479.584,C3_42,0.037
,,,,,479.58416,C5_34,0.02
,,,,,479.58448,C3_44,0.08
,,,,,479.58456,C3_32,0.046
,,,,,479.5848,C3_31,0.025
,,,,,479.58496,C3_33,0.039
,,,,,479.58616,C3_43,0.052
,,,,,479.58672,C3_42,0.062
,,,,,479.58696,C3_32,0.047
,,,,,479.5872,C3_33,0.028
,,,,,479.58736,C3_31,0.048
,,,,,479.58736,C3_34,0.012
,,,,,479.58808,C3_41,0.014
,,,,,479.5896,C3_33,0.101
,,,,,479.58984,C2_12,0.021
,,,,,479.59024,C3_43,0.107
,,,,,479.59032,C3_31,0.083
,,,,,479.5904,C3_44,0.036
,,,,,479.59048,C3_32,0.04
,,,,,479.59096,C3_42,0.098
,,,,,479.59104,C3_41,0.012
,,,,,479.59224,C3_33,0.063
,,,,,479.59272,C3_43,0.085
,,,,,479.59304,C3_32,0.051
,,,,,479.59312,C3_31,0.043
,,,,,479.59384,C3_42,0.033
,,,,,479.59424,C3_41,0.017
,,,,,479.59464,C3_44,0.021
,,,,,479.59472,C3_33,0.074
,,,,,479.59496,C3_43,0.057
,,,,,479.59536,C3_32,0.035
,,,,,479.59672,C3_31,0.042
,,,,,479.59672,C3_42,0.035
,,,,,479.59688,C3_44,0.028
,,,,,479.59712,C3_33,0.03
,,,,,479.59784,C3_43,0.171
,,,,,479.5984,C3_32,0.048
,,,,,479.5984,C3_41,0.011
,,,,,479.59912,C3_42,0.111
,,,,,479.59936,C3_44,0.134
,,,,,479.59944,C3_33,0.053
,,,,,479.59984,C3_31,0.049
,,,,,479.60032,C3_43,0.091
,,,,,479.60072,C3_32,0.033
,,,,,479.6016,C3_42,0.056
,,,,,479.60256,C3_33,0.018
,,,,,479.60264,C3_31,0.045
,,,,,479.6028,C3_43,0.097
,,,,,479.6028,C3_44,0.028
,,,,,479.60304,C3_41,0.014
,,,,,479.60408,C2_31,0.041
,,,,,479.6044,C3_42,0.089
,,,,,479.60504,C3_31,0.049
,,,,,479.60504,C3_33,0.053
,,,,,479.60512,C3_32,0.035
,,,,,479.60536,C3_44,0.033
,,,,,479.60552,C3_41,0.016
,,,,,479.60552,C3_43,0.061
,,,,,479.60728,C3_42,0.07
,,,,,479.60736,C3_31,0.033
,,,,,479.60744,C3_33,0.078
,,,,,479.6076,C3_44,0.051
,,,,,479.60784,C3_43,0.076
,,,,,479.60824,C3_32,0.111
,,,,,479.60856,C3_41,0.014
,,,,,479.60976,C3_31,0.032
,,,,,479.60992,C3_33,0.048
,,,,,479.60992,C3_42,0.061
,,,,,479.61008,C3_43,0.059
,,,,,479.61048,C3_32,0.048
,,,,,479.61056,C3_44,0.041
,,,,,479.61128,C3_41,0.019
,,,,,479.61192,C2_42,0.014
,,,,,479.61216,C3_33,0.087
,,,,,479.61232,C3_31,0.058
,,,,,479.61232,C3_42,0.05
,,,,,479.6124,C3_43,0.083
,,,,,479.61296,C3_32,0.04
,,,,,479.61368,C3_41,0.014
,,,,,479.61448,C3_33,0.058
,,,,,479.61472,C3_42,0.073
,,,,,479.61472,C3_43,0.102
,,,,,479.61544,C3_31,0.068
,,,,,479.61568,C3_32,0.03
,,,,,479.61664,C3_41,0.019
,,,,,479.61672,C3_44,0.081
,,,,,479.61696,C3_33,0.041
,,,,,479.61728,C3_42,0.027
,,,,,479.61728,C3_43,0.02
,,,,,479.618,C3_31,0.041
,,,,,479.61816,C2_42,0.025
,,,,,479.61848,C2_43,0.024
,,,,,479.61848,C3_32,0.038
,,,,,479.61896,C3_41,0.022
,,,,,479.61928,C3_33,0.045
,,,,,479.61928,C3_44,0.035
,,,,,479.6196,C3_42,0.063
,,,,,479.61984,C3_43,0.044
,,,,,479.6204,C2_24,0.035
,,,,,479.62088,C3_32,0.033
,,,,,479.6212,C3_31,0.052
,,,,,479.62144,C2_34,0.026
,,,,,479.62168,C3_33,0.095
,,,,,479.62176,C3_41,0.018
,,,,,479.62208,C3_43,0.2
,,,,,479.62224,C3_42,0.107
,,,,,479.62312,C3_44,0.051
,,,,,479.6232,C3_32,0.058
,,,,,479.62376,C3_34,0.01
,,,,,479.62408,C3_33,0.042
,,,,,479.62432,C3_41,0.022
,,,,,479.62448,C3_42,0.027
,,,,,479.6248,C3_43,0.078
,,,,,479.62504,C3_22,0.012
,,,,,479.6256,C3_44,0.08
,,,,,479.62568,C3_31,0.046
,,,,,479.62624,C3_32,0.048
,,,,,479.62632,C3_33,0.044
,,,,,479.6268,C3_42,0.092
,,,,,479.62696,C3_41,0.024
,,,,,479.62736,C3_43,0.199
,,,,,479.62792,C3_44,0.054
,,,,,479.62816,C3_31,0.067
,,,,,479.62848,C3_34,0.012
,,,,,479.62888,C3_33,0.049
,,,,,479.62904,C3_32,0.053
,,,,,479.62952,C3_42,0.051
,,,,,479.62976,C3_41,0.019
,,,,,479.63064,C3_44,0.021
,,,,,479.63112,C3_33,0.058
,,,,,479.63128,C3_43,0.023
,,,,,479.63144,C3_31,0.046
,,,,,479.632,C3_32,0.042
,,,,,479.63224,C3_42,0.043
,,,,,479.63264,C3_41,0.014
,,,,,479.63304,C3_23,0.008
,,,,,479.63352,C3_33,0.047
,,,,,479.63368,C3_44,0.034
,,,,,479.634,C3_43,0.033
,,,,,479.6348,C3_32,0.034
,,,,,479.6348,C3_42,0.044
,,,,,479.63528,C3_31,0.031
,,,,,479.63536,C3_41,0.013
,,,,,479.636,C3_44,0.047
,,,,,479.63608,C3_33,0.037
,,,,,479.63736,C3_32,0.042
,,,,,479.6376,C3_31,0.031
,,,,,479.63776,C3_42,0.051
,,,,,479.63784,C3_43,0.109
,,,,,479.63816,C3_41,0.015
,,,,,479.63872,C3_33,0.032
,,,,,479.63904,C3_44,0.027
,,,,,479.64048,C3_32,0.031
,,,,,479.64048,C3_42,0.027
,,,,,479.64096,C3_43,0.036
,,,,,479.64136,C3_33,0.068
,,,,,479.64152,C3_41,0.021
,,,,,479.64192,C3_31,0.02
,,,,,479.64288,C3_32,0.044
,,,,,479.64288,C3_42,0.061
,,,,,479.64304,C3_44,0.042
,,,,,479.64336,C3_43,0.078
,,,,,479.6436,C3_33,0.058
,,,,,479.64496,C3_31,0.069
,,,,,479.64616,C3_42,0.034
,,,,,479.64616,C3_43,0.031
,,,,,479.64688,C3_32,0.025
,,,,,479.64728,C3_33,0.021
,,,,,479.64792,C2_43,0.021
,,,,,479.64824,C3_41,0.013
,,,,,479.64824,C3_44,0.024
,,,,,479.6484,C3_31,0.037
,,,,,479.6488,C3_43,0.024
,,,,,479.6496,C3_33,0.024
,,,,,479.6496,C3_42,0.029
,,,,,479.65152,C3_32,0.015
,,,,,479.6516,C2_22,0.021
,,,,,479.65296,C3_31,0.044
,,,,,479.65456,C3_44,0.03
,,,,,479.65496,C3_42,0.05
,,,,,479.65552,C3_32,0.032
,,,,,479.65632,C5_44,0.021
,,,,,479.6568,C3_44,0.021
,,,,,479.65736,C3_31,0.031
,,,,,479.65736,C3_41,0.015
,,,,,479.65776,C3_33,0.021
,,,,,479.65888,C3_42,0.041
,,,,,479.65976,C3_31,0.021
,,,,,479.65992,C3_41,0.009
,,,,,479.6612,C3_43,0.019
,,,,,479.66216,C3_31,0.019
,,,,,479.66544,C3_43,0.014
,,,,,479.67,C3_31,0.023
,,,,,479.67416,C3_42,0.016
,,,,,479.67608,C3_33,0.013
,,,,,479.69216,C3_31,0.02
,,,,,479.69232,C5_44,0.019
,,,,,479.7,C3_44,0.019
,,,,,479.71696,C3_44,0.014
,,,,,479.72112,C3_44,0.018
,,,,,479.7268,C5_44,0.024
,,,,,479.72776,C2_12,0.019
,,,,,479.74416,C3_31,0.017
,,,,,479.75136,C2_41,0.025
,,,,,479.75144,C2_22,0.063
,,,,,479.76936,C5_44,0.025
,,,,,479.78416,C3_42,0.021
,,,,,479.78456,C3_32,0.014
,,,,,479.78776,C3_33,0.014
,,,,,479.792,C3_42,0.015
,,,,,479.792,C3_43,0.014
,,,,,479.79872,C3_32,0.019
,,,,,479.7988,C3_42,0.04
,,,,,479.80168,C3_44,0.064
,,,,,479.80344,C3_43,0.092
,,,,,479.804,C3_33,0.018
,,,,,479.82048,C3_42,0.025
,,,,,479.82736,C3_43,0.014
,,,,,479.86704,C5_44,0.019
,,,,,479.8828,C2_43,0.023
,,,,,479.89216,C2_23,0.084
,,,,,479.89224,C2_12,0.04
,,,,,479.89256,C2_13,0.025
,,,,,479.89288,C2_22,0.035
,,,,,479.91208,C2_23,0.029
,,,,,479.92768,C5_44,0.022
,,,,,479.93032,C2_23,0.03
,,,,,479.93472,C2_23,0.08
,,,,,479.93488,C2_12,0.034
,,,,,479.93512,C2_13,0.027
,,,,,479.93544,C2_21,0.021
,,,,,479.93544,C2_22,0.037
,,,,,479.95096,C2_33,0.021
,,,,,479.96648,C2_23,0.035
,,,,,479.96848,C2_12,0.037
,,,,,479.96912,C2_23,0.085
,,,,,479.96952,C2_13,0.026
,,,,,479.96984,C2_22,0.034
,,,,,480.00056,C5_44,0.02
,,,,,480.0144,C3_32,0.015
,,,,,480.02808,C2_12,0.035
,,,,,480.02872,C2_23,0.085
,,,,,480.02912,C2_13,0.03
,,,,,480.02944,C2_21,0.02
,,,,,480.02944,C2_22,0.034
,,,,,480.08056,C3_31,0.024
,,,,,480.09312,C5_14,0.027
,,,,,480.16952,C2_23,0.03
,,,,,480.17368,C5_34,0.017
,,,,,480.18816,C5_14,0.025
,,,,,480.24152,C5_14,0.025
,,,,,480.3684,C5_44,0.025
,,,,,480.38496,C6_34,0.022
,,,,,480.41712,C5_44,0.025
,,,,,480.44808,C5_44,0.022
,,,,,480.62008,C5_44,0.023
,,,,,480.66848,C5_44,0.024
,,,,,480.71016,C6_34,0.027
,,,,,480.79744,C2_34,0.032
,,,,,481.11192,C3_44,0.019
,,,,,481.11984,C3_41,0.014
,,,,,481.12048,C3_44,0.067
,,,,,481.14672,C5_13,0.035
,,,,,481.29056,C1_12,0.012
,,,,,481.29776,C5_13,0.028
,,,,,481.46888,C1_12,0.014
,,,,,482.0476,C3_33,0.017
,,,,,482.19832,C3_33,0.017
,,,,,482.2368,C3_33,0.019
,,,,,482.25192,C3_33,0.017
,,,,,482.26576,C3_32,0.017
,,,,,482.27768,C3_31,0.028
,,,,,482.28032,C3_32,0.018
,,,,,482.28112,C3_43,0.016
,,,,,482.284,C3_33,0.02
,,,,,482.31072,C3_32,0.014
,,,,,482.38176,C3_31,0.014
,,,,,482.43344,C3_31,0.014
,,,,,482.46736,C3_43,0.018
,,,,,482.4936,C3_33,0.066
,,,,,482.49384,C3_43,0.061
,,,,,482.49408,C3_32,0.037
,,,,,482.5164,C3_33,0.022
,,,,,482.51704,C3_42,0.021
,,,,,482.52272,C3_43,0.019
,,,,,482.52304,C3_33,0.031
,,,,,482.52576,C3_32,0.018
,,,,,482.52952,C3_43,0.09
,,,,,482.53008,C3_33,0.02
,,,,,482.56704,C3_31,0.014
,,,,,482.72192,C2_22,0.023
,,,,,482.74032,C3_31,0.021
,,,,,482.7684,C1_12,0.014
,,,,,482.87,C3_33,0.038
,,,,,482.87048,C3_43,0.036
,,,,,482.87312,C3_43,0.017
,,,,,482.8816,C3_43,0.014
,,,,,482.88488,C3_33,0.033
,,,,,482.88528,C3_31,0.033
,,,,,482.88536,C3_43,0.055
,,,,,482.88664,C3_42,0.024
,,,,,482.89744,C3_41,0.008
,,,,,482.90216,C3_33,0.037
,,,,,482.9028,C3_43,0.035
,,,,,482.98872,C3_43,0.059
,,,,,482.9888,C3_33,0.068
,,,,,482.98936,C3_32,0.037
,,,,,483.02432,C2_22,0.022
,,,,,483.08368,C4_32,0.022
,,,,,483.2708,C2_22,0.019
,,,,,483.3056,C2_34,0.031
,,,,,483.48152,C3_32,0.028
,,,,,483.50208,C3_32,0.028
,,,,,483.55032,C3_32,0.018
,,,,,483.58056,C3_42,0.017
,,,,,483.65608,C2_22,0.018
,,,,,483.72456,C3_32,0.014
,,,,,483.744,C3_32,0.016
,,,,,483.75872,C3_31,0.02
,,,,,483.82368,C3_33,0.041
,,,,,483.82416,C3_43,0.031
,,,,,483.82704,C3_43,0.019
,,,,,483.8296,C3_33,0.033
,,,,,483.83024,C3_31,0.028
,,,,,483.83024,C3_43,0.055
,,,,,483.8316,C3_42,0.024
,,,,,483.84512,C3_33,0.037
,,,,,483.84552,C3_43,0.043
,,,,,483.84704,C3_32,0.022
,,,,,483.84832,C3_43,0.064
,,,,,483.8488,C3_33,0.064
,,,,,483.84928,C3_32,0.036
,,,,,484.08976,C6_42,0.022
,,,,,484.1672,C6_33,0.023
,,,,,484.17016,C6_42,0.023
,,,,,484.238,C6_42,0.024
,,,,,484.2952,C6_42,0.018
,,,,,484.29688,C2_22,0.016
,,,,,484.3468,C6_42,0.021
,,,,,484.43544,C6_42,0.024
,,,,,484.47416,C6_42,0.025
,,,,,484.51184,C6_42,0.019
,,,,,484.55464,C6_42,0.019
,,,,,484.61816,C6_11,0.028
,,,,,484.63656,C6_42,0.025
,,,,,484.67584,C6_42,0.019
,,,,,484.76136,C6_42,0.019
,,,,,484.79968,C6_42,0.022
,,,,,484.83912,C6_42,0.022
,,,,,484.9168,C6_42,0.017
,,,,,484.99608,C6_42,0.015
,,,,,485.03896,C6_42,0.019
,,,,,485.0836,C6_42,0.02
,,,,,485.1256,C6_42,0.015
,,,,,485.17152,C6_42,0.02
,,,,,485.33992,C6_42,0.018
,,,,,485.38728,C3_31,0.017
,,,,,485.39848,C6_42,0.019
,,,,,485.45864,C6_42,0.02
,,,,,485.53456,C6_42,0.021
,,,,,485.61008,C2_32,0.017
,,,,,485.77008,C2_34,0.037
,,,,,485.93264,C4_33,0.024
,,,,,485.93464,C4_24,0.028
,,,,,485.94304,C4_23,0.017
,,,,,485.9436,C4_42,0.027
,,,,,485.94384,C4_41,0.01
,,,,,486.2796,C5_13,0.027
,,,,,486.30136,C5_32,0.026
,,,,,487.20184,C2_42,0.016
,,,,,487.42872,C1_12,0.013
,,,,,487.95664,C3_33,0.02
,,,,,487.98432,C3_32,0.025
,,,,,487.992,C3_31,0.028
,,,,,487.99208,C3_33,0.019
,,,,,487.9964,C3_32,0.017
,,,,,488.0368,C3_32,0.019
,,,,,488.05592,C3_33,0.012
,,,,,488.08952,C2_32,0.016
,,,,,488.18216,C3_43,0.015
,,,,,488.28536,C3_33,0.067
,,,,,488.2856,C3_43,0.059
,,,,,488.28584,C3_32,0.046
,,,,,488.29048,C3_42,0.023
,,,,,488.3024,C3_33,0.014
