Investigator,ghislaine,Time (s),Electrode,Amplitude(mV),,,,,,,,,,,,,,,,,,,,
,,19.3884,B1_21,0.016,,,,,,,,,,,,,,,,,,,,
,,19.38904,B1_22,0.039,,,,,,,,,,,,,,,,,,,,
,,19.39016,B1_12,0.038,,,,,,,,,,,,,,,,,,,,
,,19.39024,B1_32,0.021,,,,,,,,,,,,,,,,,,,,
,,19.39112,B1_13,0.036,,,,,,,,,,,,,,,,,,,,
,,19.39112,B1_11,0.027,,,,,,,,,,,,,,,,,,,,
,,19.392,B1_42,0.015,,,,,,,,,,,,,,,,,,,,
,,19.39224,B1_22,0.029,,,,,,,,,,,,,,,,,,,,
,,19.3924,B1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,19.39248,B1_34,0.015,,,,,,,,,,,,,,,,,,,,
,,19.39272,B1_12,0.031,,,,,,,,,,,,,,,,,,,,
,,19.3932,B1_24,0.056,,,,,,,,,,,,,,,,,,,,
,,19.39328,B1_32,0.021,,,,,,,,,,,,,,,,,,,,
,,19.39336,B1_21,0.016,,,,,,,,,,,,,,,,,,,,
,,19.39368,B1_13,0.084,,,,,,,,,,,,,,,,,,,,
,,19.3948,B1_22,0.015,,,,,,,,,,,,,,,,,,,,
,,19.39504,B1_12,0.017,,,,,,,,,,,,,,,,,,,,
,,19.3952,B1_23,0.033,,,,,,,,,,,,,,,,,,,,
,,19.39528,B1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,19.39568,B1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,19.39608,B1_14,0.015,,,,,,,,,,,,,,,,,,,,
,,19.39608,B1_11,0.059,,,,,,,,,,,,,,,,,,,,
,,19.3972,B1_21,0.021,,,,,,,,,,,,,,,,,,,,
,,19.39744,B1_12,0.021,,,,,,,,,,,,,,,,,,,,
,,19.39752,B1_22,0.026,,,,,,,,,,,,,,,,,,,,
,,19.39768,B1_13,0.033,,,,,,,,,,,,,,,,,,,,
,,19.39848,B1_41,0.01,,,,,,,,,,,,,,,,,,,,
,,19.39848,B1_33,0.018,,,,,,,,,,,,,,,,,,,,
,,19.39856,B1_44,0.016,,,,,,,,,,,,,,,,,,,,
,,19.39856,B1_24,0.015,,,,,,,,,,,,,,,,,,,,
,,19.3992,B1_42,0.019,,,,,,,,,,,,,,,,,,,,
,,19.39952,B1_11,0.033,,,,,,,,,,,,,,,,,,,,
,,19.39968,B1_32,0.015,,,,,,,,,,,,,,,,,,,,
,,19.39992,B1_12,0.024,,,,,,,,,,,,,,,,,,,,
,,19.40048,B1_22,0.036,,,,,,,,,,,,,,,,,,,,
,,19.40176,B1_11,0.041,,,,,,,,,,,,,,,,,,,,
,,19.402,B1_13,0.029,,,,,,,,,,,,,,,,,,,,
,,19.40208,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,19.40208,B1_24,0.02,,,,,,,,,,,,,,,,,,,,
,,19.4028,B1_33,0.024,,,,,,,,,,,,,,,,,,,,
,,19.40288,B1_21,0.024,,,,,,,,,,,,,,,,,,,,
,,19.40328,B1_32,0.028,,,,,,,,,,,,,,,,,,,,
,,19.40352,B1_23,0.039,,,,,,,,,,,,,,,,,,,,
,,19.40376,B1_12,0.035,,,,,,,,,,,,,,,,,,,,
,,19.40448,B1_13,0.042,,,,,,,,,,,,,,,,,,,,
,,19.40448,B1_11,0.029,,,,,,,,,,,,,,,,,,,,
,,19.40512,B1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,19.4052,B1_22,0.02,,,,,,,,,,,,,,,,,,,,
,,19.40568,B1_44,0.026,,,,,,,,,,,,,,,,,,,,
,,19.40568,B1_21,0.014,,,,,,,,,,,,,,,,,,,,
,,19.40624,B1_12,0.028,,,,,,,,,,,,,,,,,,,,
,,19.4064,B1_23,0.016,,,,,,,,,,,,,,,,,,,,
,,19.40656,B1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,19.40688,B1_14,0.03,,,,,,,,,,,,,,,,,,,,
,,19.40744,B1_32,0.028,,,,,,,,,,,,,,,,,,,,
,,19.40752,B1_42,0.014,,,,,,,,,,,,,,,,,,,,
,,19.40752,B1_11,0.026,,,,,,,,,,,,,,,,,,,,
,,19.4076,B1_13,0.025,,,,,,,,,,,,,,,,,,,,
,,19.40856,B1_43,0.018,,,,,,,,,,,,,,,,,,,,
,,19.40872,B1_22,0.059,,,,,,,,,,,,,,,,,,,,
,,19.40888,B1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,19.41016,B1_21,0.025,,,,,,,,,,,,,,,,,,,,
,,19.41024,B1_23,0.013,,,,,,,,,,,,,,,,,,,,
,,19.41032,B1_32,0.022,,,,,,,,,,,,,,,,,,,,
,,19.4108,B1_12,0.028,,,,,,,,,,,,,,,,,,,,
,,19.41112,B1_11,0.032,,,,,,,,,,,,,,,,,,,,
,,19.41192,B1_42,0.014,,,,,,,,,,,,,,,,,,,,
,,19.41224,B1_43,0.024,,,,,,,,,,,,,,,,,,,,
,,19.4124,B1_21,0.013,,,,,,,,,,,,,,,,,,,,
,,19.41264,B1_22,0.025,,,,,,,,,,,,,,,,,,,,
,,19.41304,B1_13,0.025,,,,,,,,,,,,,,,,,,,,
,,19.41368,B1_32,0.023,,,,,,,,,,,,,,,,,,,,
,,19.41376,B1_11,0.032,,,,,,,,,,,,,,,,,,,,
,,19.414,B1_12,0.038,,,,,,,,,,,,,,,,,,,,
,,19.41464,B1_34,0.021,,,,,,,,,,,,,,,,,,,,
,,19.41504,B1_33,0.01,,,,,,,,,,,,,,,,,,,,
,,19.4152,B1_42,0.016,,,,,,,,,,,,,,,,,,,,
,,19.41568,B1_21,0.016,,,,,,,,,,,,,,,,,,,,
,,19.41568,B1_13,0.041,,,,,,,,,,,,,,,,,,,,
,,19.41592,B1_32,0.028,,,,,,,,,,,,,,,,,,,,
,,19.416,B1_11,0.018,,,,,,,,,,,,,,,,,,,,
,,19.4172,B1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,19.4172,B1_12,0.037,,,,,,,,,,,,,,,,,,,,
,,19.41728,B1_33,0.021,,,,,,,,,,,,,,,,,,,,
,,19.41792,B1_22,0.073,,,,,,,,,,,,,,,,,,,,
,,19.418,B1_13,0.019,,,,,,,,,,,,,,,,,,,,
,,19.41832,B1_21,0.014,,,,,,,,,,,,,,,,,,,,
,,19.41864,B1_32,0.029,,,,,,,,,,,,,,,,,,,,
,,19.41864,B1_11,0.033,,,,,,,,,,,,,,,,,,,,
,,19.41896,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,19.42016,B1_42,0.019,,,,,,,,,,,,,,,,,,,,
,,19.42032,B1_33,0.021,,,,,,,,,,,,,,,,,,,,
,,19.4204,B1_12,0.03,,,,,,,,,,,,,,,,,,,,
,,19.42056,B1_21,0.026,,,,,,,,,,,,,,,,,,,,
,,19.42072,B1_22,0.032,,,,,,,,,,,,,,,,,,,,
,,19.4208,B1_13,0.039,,,,,,,,,,,,,,,,,,,,
,,19.42144,B1_32,0.023,,,,,,,,,,,,,,,,,,,,
,,19.42144,B1_11,0.076,,,,,,,,,,,,,,,,,,,,
,,19.42224,B1_44,0.015,,,,,,,,,,,,,,,,,,,,
,,19.42232,B1_23,0.017,,,,,,,,,,,,,,,,,,,,
,,19.42248,B1_24,0.019,,,,,,,,,,,,,,,,,,,,
,,19.4228,B1_43,0.023,,,,,,,,,,,,,,,,,,,,
,,19.4232,B1_42,0.022,,,,,,,,,,,,,,,,,,,,
,,19.42368,B1_34,0.016,,,,,,,,,,,,,,,,,,,,
,,19.42376,B1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,19.42416,B1_12,0.032,,,,,,,,,,,,,,,,,,,,
,,19.42424,B1_13,0.029,,,,,,,,,,,,,,,,,,,,
,,19.42424,B1_11,0.043,,,,,,,,,,,,,,,,,,,,
,,19.42432,B1_22,0.031,,,,,,,,,,,,,,,,,,,,
,,19.42432,B1_21,0.023,,,,,,,,,,,,,,,,,,,,
,,19.42456,B1_14,0.022,,,,,,,,,,,,,,,,,,,,
,,19.42512,B1_32,0.018,,,,,,,,,,,,,,,,,,,,
,,19.42584,B1_44,0.029,,,,,,,,,,,,,,,,,,,,
,,19.4268,B1_11,0.036,,,,,,,,,,,,,,,,,,,,
,,19.42696,B1_13,0.127,,,,,,,,,,,,,,,,,,,,
,,19.4272,B1_22,0.039,,,,,,,,,,,,,,,,,,,,
,,19.42728,B1_24,0.019,,,,,,,,,,,,,,,,,,,,
,,19.42752,B1_33,0.013,,,,,,,,,,,,,,,,,,,,
,,19.42808,B1_21,0.045,,,,,,,,,,,,,,,,,,,,
,,19.42824,B1_42,0.021,,,,,,,,,,,,,,,,,,,,
,,19.42824,B1_23,0.044,,,,,,,,,,,,,,,,,,,,
,,19.4288,B1_14,0.021,,,,,,,,,,,,,,,,,,,,
,,19.42904,B1_34,0.013,,,,,,,,,,,,,,,,,,,,
,,19.42936,B1_13,0.041,,,,,,,,,,,,,,,,,,,,
,,19.42936,B1_11,0.03,,,,,,,,,,,,,,,,,,,,
,,19.42952,B1_12,0.056,,,,,,,,,,,,,,,,,,,,
,,19.42968,B1_22,0.101,,,,,,,,,,,,,,,,,,,,
,,19.43008,B1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,19.43048,B1_32,0.043,,,,,,,,,,,,,,,,,,,,
,,19.43048,B1_21,0.012,,,,,,,,,,,,,,,,,,,,
,,19.43064,B1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,19.43128,B1_33,0.016,,,,,,,,,,,,,,,,,,,,
,,19.43184,B1_12,0.024,,,,,,,,,,,,,,,,,,,,
,,19.43248,B1_22,0.022,,,,,,,,,,,,,,,,,,,,
,,19.43256,B1_42,0.015,,,,,,,,,,,,,,,,,,,,
,,19.43272,B1_13,0.127,,,,,,,,,,,,,,,,,,,,
,,19.43296,B1_11,0.065,,,,,,,,,,,,,,,,,,,,
,,19.43304,B1_32,0.034,,,,,,,,,,,,,,,,,,,,
,,19.43344,B1_23,0.038,,,,,,,,,,,,,,,,,,,,
,,19.43376,B1_43,0.017,,,,,,,,,,,,,,,,,,,,
,,19.43392,B1_21,0.023,,,,,,,,,,,,,,,,,,,,
,,19.43504,B1_22,0.036,,,,,,,,,,,,,,,,,,,,
,,19.43512,B1_13,0.052,,,,,,,,,,,,,,,,,,,,
,,19.4356,B1_12,0.024,,,,,,,,,,,,,,,,,,,,
,,19.43568,B1_11,0.037,,,,,,,,,,,,,,,,,,,,
,,19.43656,B1_42,0.021,,,,,,,,,,,,,,,,,,,,
,,19.43672,B1_44,0.02,,,,,,,,,,,,,,,,,,,,
,,19.43672,B1_43,0.034,,,,,,,,,,,,,,,,,,,,
,,19.4368,B1_21,0.022,,,,,,,,,,,,,,,,,,,,
,,19.43728,B1_32,0.025,,,,,,,,,,,,,,,,,,,,
,,19.43752,B1_13,0.044,,,,,,,,,,,,,,,,,,,,
,,19.43776,B1_22,0.03,,,,,,,,,,,,,,,,,,,,
,,19.43832,B1_24,0.021,,,,,,,,,,,,,,,,,,,,
,,19.43832,B1_12,0.023,,,,,,,,,,,,,,,,,,,,
,,19.43864,B1_11,0.043,,,,,,,,,,,,,,,,,,,,
,,19.4392,B1_33,0.027,,,,,,,,,,,,,,,,,,,,
,,19.43968,B1_32,0.029,,,,,,,,,,,,,,,,,,,,
,,19.44016,B1_13,0.026,,,,,,,,,,,,,,,,,,,,
,,19.4404,B1_21,0.023,,,,,,,,,,,,,,,,,,,,
,,19.44048,B1_14,0.021,,,,,,,,,,,,,,,,,,,,
,,19.44064,B1_22,0.034,,,,,,,,,,,,,,,,,,,,
,,19.44072,B1_23,0.021,,,,,,,,,,,,,,,,,,,,
,,19.44088,B1_24,0.022,,,,,,,,,,,,,,,,,,,,
,,19.4412,B1_12,0.025,,,,,,,,,,,,,,,,,,,,
,,19.44144,B1_34,0.013,,,,,,,,,,,,,,,,,,,,
,,19.44184,B1_42,0.023,,,,,,,,,,,,,,,,,,,,
,,19.44248,B1_32,0.03,,,,,,,,,,,,,,,,,,,,
,,19.44272,B1_31,0.022,,,,,,,,,,,,,,,,,,,,
,,19.44296,B1_11,0.051,,,,,,,,,,,,,,,,,,,,
,,19.44352,B1_12,0.017,,,,,,,,,,,,,,,,,,,,
,,19.44368,B1_22,0.017,,,,,,,,,,,,,,,,,,,,
,,19.444,B1_24,0.016,,,,,,,,,,,,,,,,,,,,
,,19.44408,B1_44,0.021,,,,,,,,,,,,,,,,,,,,
,,19.44424,B1_13,0.026,,,,,,,,,,,,,,,,,,,,
,,19.44448,B1_42,0.028,,,,,,,,,,,,,,,,,,,,
,,19.44464,B1_21,0.019,,,,,,,,,,,,,,,,,,,,
,,19.4452,B1_23,0.015,,,,,,,,,,,,,,,,,,,,
,,19.44528,B1_11,0.029,,,,,,,,,,,,,,,,,,,,
,,19.44544,B1_32,0.019,,,,,,,,,,,,,,,,,,,,
,,19.44608,B1_33,0.027,,,,,,,,,,,,,,,,,,,,
,,19.4464,B1_22,0.029,,,,,,,,,,,,,,,,,,,,
,,19.44648,B1_34,0.016,,,,,,,,,,,,,,,,,,,,
,,19.44696,B1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,19.44728,B1_13,0.023,,,,,,,,,,,,,,,,,,,,
,,19.44768,B1_24,0.02,,,,,,,,,,,,,,,,,,,,
,,19.44768,B1_12,0.044,,,,,,,,,,,,,,,,,,,,
,,19.44768,B1_11,0.016,,,,,,,,,,,,,,,,,,,,
,,19.4484,B1_33,0.021,,,,,,,,,,,,,,,,,,,,
,,19.44848,B1_32,0.036,,,,,,,,,,,,,,,,,,,,
,,19.4492,B1_21,0.023,,,,,,,,,,,,,,,,,,,,
,,19.44928,B1_22,0.079,,,,,,,,,,,,,,,,,,,,
,,19.44976,B1_13,0.034,,,,,,,,,,,,,,,,,,,,
,,19.45072,B1_33,0.02,,,,,,,,,,,,,,,,,,,,
,,19.45072,B1_12,0.032,,,,,,,,,,,,,,,,,,,,
,,19.4508,B1_43,0.02,,,,,,,,,,,,,,,,,,,,
,,19.4508,B1_24,0.022,,,,,,,,,,,,,,,,,,,,
,,19.45096,B1_11,0.028,,,,,,,,,,,,,,,,,,,,
,,19.45152,B1_22,0.015,,,,,,,,,,,,,,,,,,,,
,,19.452,B1_32,0.035,,,,,,,,,,,,,,,,,,,,
,,19.45216,B1_13,0.036,,,,,,,,,,,,,,,,,,,,
,,19.45256,B1_21,0.018,,,,,,,,,,,,,,,,,,,,
,,19.45328,B1_11,0.035,,,,,,,,,,,,,,,,,,,,
,,19.45344,B1_24,0.019,,,,,,,,,,,,,,,,,,,,
,,19.45344,B1_12,0.029,,,,,,,,,,,,,,,,,,,,
,,19.45432,B1_22,0.019,,,,,,,,,,,,,,,,,,,,
,,19.45456,B1_43,0.014,,,,,,,,,,,,,,,,,,,,
,,19.45456,B1_13,0.048,,,,,,,,,,,,,,,,,,,,
,,19.4548,B1_42,0.019,,,,,,,,,,,,,,,,,,,,
,,19.4552,B1_14,0.022,,,,,,,,,,,,,,,,,,,,
,,19.45552,B1_44,0.021,,,,,,,,,,,,,,,,,,,,
,,19.45568,B1_12,0.028,,,,,,,,,,,,,,,,,,,,
,,19.45616,B1_23,0.012,,,,,,,,,,,,,,,,,,,,
,,19.45616,B1_11,0.028,,,,,,,,,,,,,,,,,,,,
,,19.45672,B1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,19.4568,B1_21,0.021,,,,,,,,,,,,,,,,,,,,
,,19.45688,B1_33,0.017,,,,,,,,,,,,,,,,,,,,
,,19.45768,B1_13,0.027,,,,,,,,,,,,,,,,,,,,
,,19.45792,B1_22,0.025,,,,,,,,,,,,,,,,,,,,
,,19.45808,B1_12,0.023,,,,,,,,,,,,,,,,,,,,
,,19.45848,B1_34,0.022,,,,,,,,,,,,,,,,,,,,
,,19.4588,B1_42,0.017,,,,,,,,,,,,,,,,,,,,
,,19.45896,B1_32,0.03,,,,,,,,,,,,,,,,,,,,
,,19.45912,B1_43,0.031,,,,,,,,,,,,,,,,,,,,
,,19.4592,B1_24,0.019,,,,,,,,,,,,,,,,,,,,
,,19.45944,B1_11,0.028,,,,,,,,,,,,,,,,,,,,
,,19.4596,B1_21,0.02,,,,,,,,,,,,,,,,,,,,
,,19.4604,B1_22,0.027,,,,,,,,,,,,,,,,,,,,
,,19.46048,B1_12,0.038,,,,,,,,,,,,,,,,,,,,
,,19.46056,B1_13,0.034,,,,,,,,,,,,,,,,,,,,
,,19.46144,B1_24,0.022,,,,,,,,,,,,,,,,,,,,
,,19.46144,B1_14,0.024,,,,,,,,,,,,,,,,,,,,
,,19.46192,B1_11,0.043,,,,,,,,,,,,,,,,,,,,
,,19.46216,B1_44,0.022,,,,,,,,,,,,,,,,,,,,
,,19.46216,B1_21,0.019,,,,,,,,,,,,,,,,,,,,
,,19.46264,B1_22,0.014,,,,,,,,,,,,,,,,,,,,
,,19.46368,B1_33,0.014,,,,,,,,,,,,,,,,,,,,
,,19.464,B1_43,0.021,,,,,,,,,,,,,,,,,,,,
,,19.464,B1_12,0.025,,,,,,,,,,,,,,,,,,,,
,,19.46408,B1_13,0.024,,,,,,,,,,,,,,,,,,,,
,,19.46424,B1_32,0.021,,,,,,,,,,,,,,,,,,,,
,,19.46464,B1_11,0.031,,,,,,,,,,,,,,,,,,,,
,,19.4652,B1_22,0.027,,,,,,,,,,,,,,,,,,,,
,,19.46544,B1_34,0.022,,,,,,,,,,,,,,,,,,,,
,,19.46552,B1_42,0.014,,,,,,,,,,,,,,,,,,,,
,,19.46576,B1_24,0.03,,,,,,,,,,,,,,,,,,,,
,,19.46632,B1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,19.46632,B1_12,0.056,,,,,,,,,,,,,,,,,,,,
,,19.46664,B1_13,0.03,,,,,,,,,,,,,,,,,,,,
,,19.4672,B1_11,0.022,,,,,,,,,,,,,,,,,,,,
,,19.46752,B1_22,0.022,,,,,,,,,,,,,,,,,,,,
,,19.46784,B1_34,0.015,,,,,,,,,,,,,,,,,,,,
,,19.46784,B1_33,0.021,,,,,,,,,,,,,,,,,,,,
,,19.46856,B1_43,0.029,,,,,,,,,,,,,,,,,,,,
,,19.4688,B1_12,0.038,,,,,,,,,,,,,,,,,,,,
,,19.46888,B1_32,0.033,,,,,,,,,,,,,,,,,,,,
,,19.46888,B1_21,0.019,,,,,,,,,,,,,,,,,,,,
,,19.46896,B1_44,0.018,,,,,,,,,,,,,,,,,,,,
,,19.46912,B1_13,0.021,,,,,,,,,,,,,,,,,,,,
,,19.4692,B1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,19.4692,B1_14,0.018,,,,,,,,,,,,,,,,,,,,
,,19.4696,B1_23,0.015,,,,,,,,,,,,,,,,,,,,
,,19.46984,B1_22,0.022,,,,,,,,,,,,,,,,,,,,
,,19.47024,B1_11,0.026,,,,,,,,,,,,,,,,,,,,
,,19.4712,B1_43,0.021,,,,,,,,,,,,,,,,,,,,
,,19.4712,B1_34,0.014,,,,,,,,,,,,,,,,,,,,
,,19.4716,B1_12,0.028,,,,,,,,,,,,,,,,,,,,
,,19.47176,B1_31,0.023,,,,,,,,,,,,,,,,,,,,
,,19.47192,B1_13,0.045,,,,,,,,,,,,,,,,,,,,
,,19.4724,B1_42,0.017,,,,,,,,,,,,,,,,,,,,
,,19.47256,B1_32,0.017,,,,,,,,,,,,,,,,,,,,
,,19.47256,B1_11,0.02,,,,,,,,,,,,,,,,,,,,
,,19.47264,B1_44,0.016,,,,,,,,,,,,,,,,,,,,
,,19.4732,B1_22,0.021,,,,,,,,,,,,,,,,,,,,
,,19.47392,B1_33,0.023,,,,,,,,,,,,,,,,,,,,
,,19.474,B1_24,0.02,,,,,,,,,,,,,,,,,,,,
,,19.47424,B1_13,0.028,,,,,,,,,,,,,,,,,,,,
,,19.4744,B1_14,0.023,,,,,,,,,,,,,,,,,,,,
,,19.4744,B1_12,0.035,,,,,,,,,,,,,,,,,,,,
,,19.47464,B1_21,0.023,,,,,,,,,,,,,,,,,,,,
,,19.47488,B1_11,0.026,,,,,,,,,,,,,,,,,,,,
,,19.47528,B1_42,0.025,,,,,,,,,,,,,,,,,,,,
,,19.47544,B1_32,0.029,,,,,,,,,,,,,,,,,,,,
,,19.47576,B1_23,0.015,,,,,,,,,,,,,,,,,,,,
,,19.476,B1_22,0.029,,,,,,,,,,,,,,,,,,,,
,,19.4764,B1_33,0.02,,,,,,,,,,,,,,,,,,,,
,,19.47648,B1_34,0.015,,,,,,,,,,,,,,,,,,,,
,,19.47672,B1_12,0.025,,,,,,,,,,,,,,,,,,,,
,,19.47688,B1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,19.47776,B1_11,0.024,,,,,,,,,,,,,,,,,,,,
,,19.47792,B1_32,0.031,,,,,,,,,,,,,,,,,,,,
,,19.47816,B1_21,0.031,,,,,,,,,,,,,,,,,,,,
,,19.4784,B1_22,0.031,,,,,,,,,,,,,,,,,,,,
,,19.47872,B1_33,0.019,,,,,,,,,,,,,,,,,,,,
,,19.47872,B1_14,0.012,,,,,,,,,,,,,,,,,,,,
,,19.47888,B1_13,0.043,,,,,,,,,,,,,,,,,,,,
,,19.47904,B1_42,0.021,,,,,,,,,,,,,,,,,,,,
,,19.47936,B1_24,0.018,,,,,,,,,,,,,,,,,,,,
,,19.48016,B1_12,0.021,,,,,,,,,,,,,,,,,,,,
,,19.4808,B1_22,0.045,,,,,,,,,,,,,,,,,,,,
,,19.48112,B1_11,0.025,,,,,,,,,,,,,,,,,,,,
,,19.4812,B1_23,0.019,,,,,,,,,,,,,,,,,,,,
,,19.48128,B1_21,0.023,,,,,,,,,,,,,,,,,,,,
,,19.48128,B1_13,0.035,,,,,,,,,,,,,,,,,,,,
,,19.48208,B1_43,0.023,,,,,,,,,,,,,,,,,,,,
,,19.4824,B1_33,0.017,,,,,,,,,,,,,,,,,,,,
,,19.48256,B1_24,0.012,,,,,,,,,,,,,,,,,,,,
,,19.48304,B1_22,0.022,,,,,,,,,,,,,,,,,,,,
,,19.48336,B1_12,0.022,,,,,,,,,,,,,,,,,,,,
,,19.48352,B1_42,0.019,,,,,,,,,,,,,,,,,,,,
,,19.48352,B1_21,0.016,,,,,,,,,,,,,,,,,,,,
,,19.48368,B1_11,0.041,,,,,,,,,,,,,,,,,,,,
,,19.48376,B1_23,0.041,,,,,,,,,,,,,,,,,,,,
,,19.48424,B1_13,0.098,,,,,,,,,,,,,,,,,,,,
,,19.48432,B1_32,0.03,,,,,,,,,,,,,,,,,,,,
,,19.4844,B1_43,0.019,,,,,,,,,,,,,,,,,,,,
,,19.48576,B1_33,0.024,,,,,,,,,,,,,,,,,,,,
,,19.48592,B1_22,0.028,,,,,,,,,,,,,,,,,,,,
,,19.48632,B1_31,0.021,,,,,,,,,,,,,,,,,,,,
,,19.48632,B1_11,0.023,,,,,,,,,,,,,,,,,,,,
,,19.48664,B1_12,0.02,,,,,,,,,,,,,,,,,,,,
,,19.4868,B1_32,0.024,,,,,,,,,,,,,,,,,,,,
,,19.48688,B1_21,0.021,,,,,,,,,,,,,,,,,,,,
,,19.48712,B1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,19.4876,B1_24,0.019,,,,,,,,,,,,,,,,,,,,
,,19.4876,B1_13,0.027,,,,,,,,,,,,,,,,,,,,
,,19.48856,B1_33,0.02,,,,,,,,,,,,,,,,,,,,
,,19.48872,B1_44,0.019,,,,,,,,,,,,,,,,,,,,
,,19.48936,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,19.48944,B1_32,0.024,,,,,,,,,,,,,,,,,,,,
,,19.48968,B1_12,0.022,,,,,,,,,,,,,,,,,,,,
,,19.48968,B1_11,0.022,,,,,,,,,,,,,,,,,,,,
,,19.49008,B1_42,0.031,,,,,,,,,,,,,,,,,,,,
,,19.49016,B1_24,0.013,,,,,,,,,,,,,,,,,,,,
,,19.49032,B1_21,0.019,,,,,,,,,,,,,,,,,,,,
,,19.49048,B1_13,0.029,,,,,,,,,,,,,,,,,,,,
,,19.49072,B1_22,0.022,,,,,,,,,,,,,,,,,,,,
,,19.49136,B1_34,0.023,,,,,,,,,,,,,,,,,,,,
,,19.49168,B1_33,0.016,,,,,,,,,,,,,,,,,,,,
,,19.49176,B1_44,0.023,,,,,,,,,,,,,,,,,,,,
,,19.49192,B1_12,0.028,,,,,,,,,,,,,,,,,,,,
,,19.49272,B1_42,0.025,,,,,,,,,,,,,,,,,,,,
,,19.49272,B1_11,0.02,,,,,,,,,,,,,,,,,,,,
,,19.49312,B1_13,0.02,,,,,,,,,,,,,,,,,,,,
,,19.4932,B1_22,0.038,,,,,,,,,,,,,,,,,,,,
,,19.49336,B1_21,0.02,,,,,,,,,,,,,,,,,,,,
,,19.49392,B1_43,0.027,,,,,,,,,,,,,,,,,,,,
,,19.49424,B1_32,0.019,,,,,,,,,,,,,,,,,,,,
,,19.49432,B1_23,0.021,,,,,,,,,,,,,,,,,,,,
,,19.49456,B1_12,0.019,,,,,,,,,,,,,,,,,,,,
,,19.49512,B1_11,0.028,,,,,,,,,,,,,,,,,,,,
,,19.49528,B1_42,0.021,,,,,,,,,,,,,,,,,,,,
,,19.49568,B1_22,0.021,,,,,,,,,,,,,,,,,,,,
,,19.49656,B1_13,0.045,,,,,,,,,,,,,,,,,,,,
,,19.49696,B1_24,0.026,,,,,,,,,,,,,,,,,,,,
,,19.49704,B1_43,0.016,,,,,,,,,,,,,,,,,,,,
,,19.4972,B1_32,0.022,,,,,,,,,,,,,,,,,,,,
,,19.49736,B1_11,0.019,,,,,,,,,,,,,,,,,,,,
,,19.49744,B1_33,0.017,,,,,,,,,,,,,,,,,,,,
,,19.49744,B1_21,0.018,,,,,,,,,,,,,,,,,,,,
,,19.4976,B1_44,0.024,,,,,,,,,,,,,,,,,,,,
,,19.49784,B1_12,0.022,,,,,,,,,,,,,,,,,,,,
,,19.49792,B1_22,0.021,,,,,,,,,,,,,,,,,,,,
,,19.49816,B1_14,0.022,,,,,,,,,,,,,,,,,,,,
,,19.49864,B1_42,0.017,,,,,,,,,,,,,,,,,,,,
,,19.49976,B1_13,0.036,,,,,,,,,,,,,,,,,,,,
,,19.49976,B1_11,0.049,,,,,,,,,,,,,,,,,,,,
,,19.49992,B1_43,0.015,,,,,,,,,,,,,,,,,,,,
,,19.50008,B1_21,0.014,,,,,,,,,,,,,,,,,,,,
,,19.50056,B1_22,0.023,,,,,,,,,,,,,,,,,,,,
,,19.50064,B1_14,0.018,,,,,,,,,,,,,,,,,,,,
,,19.50112,B1_32,0.025,,,,,,,,,,,,,,,,,,,,
,,19.50128,B1_12,0.026,,,,,,,,,,,,,,,,,,,,
,,19.50168,B1_23,0.014,,,,,,,,,,,,,,,,,,,,
,,19.5028,B1_21,0.017,,,,,,,,,,,,,,,,,,,,
,,19.50288,B1_33,0.018,,,,,,,,,,,,,,,,,,,,
,,19.50328,B1_11,0.022,,,,,,,,,,,,,,,,,,,,
,,19.50336,B1_13,0.031,,,,,,,,,,,,,,,,,,,,
,,19.50344,B1_43,0.024,,,,,,,,,,,,,,,,,,,,
,,19.5036,B1_12,0.023,,,,,,,,,,,,,,,,,,,,
,,19.50368,B1_32,0.022,,,,,,,,,,,,,,,,,,,,
,,19.50512,B1_24,0.017,,,,,,,,,,,,,,,,,,,,
,,19.50512,B1_21,0.022,,,,,,,,,,,,,,,,,,,,
,,19.5056,B1_33,0.015,,,,,,,,,,,,,,,,,,,,
,,19.50568,B1_42,0.023,,,,,,,,,,,,,,,,,,,,
,,19.50584,B1_12,0.025,,,,,,,,,,,,,,,,,,,,
,,19.50656,B1_22,0.03,,,,,,,,,,,,,,,,,,,,
,,19.50704,B1_14,0.022,,,,,,,,,,,,,,,,,,,,
